ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000275759.1	NA	ENSG00000275759.1	NA	NA	4.263208173196096	-0.00693651829697366	0.27468854466239184	0.9401133148141243	0.9815775221773035
ENSG00000267108.1	NA	ENSG00000267108.1	NA	NA	5.498143874650474	-0.007068215597418196	0.25753293242762665	0.9401164921083172	0.9815775221773035
ENSG00000236049.1	LINC01920	LINC01920	101929260	long intergenic non-protein coding RNA 1920	1.7185150196342773	0.0062252924854393436	0.3257692671588849	0.9401452066076853	NA
ENSG00000100982.12	PCIF1	PCIF1	63935	phosphorylated CTD interacting factor 1	497.94454663027665	-0.005018724114163469	0.08744783841254551	0.9401540716435143	0.9815775221773035
ENSG00000157985.19	AGAP1	AGAP1	116987	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	1049.3004041821532	0.005234508743021716	0.09287594173868925	0.9402024903599444	0.9815775221773035
ENSG00000145494.11	NDUFS6	NDUFS6	4726	NADH:ubiquinone oxidoreductase subunit S6	429.4218530490467	0.00590347022222459	0.11317421386413318	0.9402048707098953	0.9815775221773035
ENSG00000245904.4	NA	ENSG00000245904.4	NA	NA	10.865842889510423	0.007121965985673168	0.24040124905233623	0.9402845426426523	0.9816013672120815
ENSG00000248489.2	LOC100289230	LOC100289230	100289230	uncharacterized LOC100289230	10.500385511157985	0.007102112297913132	0.21007663947429198	0.9403584879268019	0.9816192314439576
ENSG00000183798.5	EMILIN3	EMILIN3	90187	elastin microfibril interfacer 3	3.424867102406488	0.006859427345956924	0.2784681530608122	0.9404630357878937	NA
ENSG00000164318.18	EGFLAM	EGFLAM	133584	EGF like, fibronectin type III and laminin G domains	9.317520665680037	-0.0070284840426001844	0.25422527028609604	0.9406096781611999	0.9817779053308856
ENSG00000261447.1	NA	ENSG00000261447.1	NA	NA	1.3911316761181463	0.006287773276993716	0.3193838236636885	0.9406197194129329	NA
ENSG00000232938.2	RPL23AP87	RPL23AP87	388574	ribosomal protein L23a pseudogene 87	12.181644203084831	0.006627646839920756	0.2965934713755761	0.9406532665665207	0.9817779053308856
ENSG00000287544.1	NA	ENSG00000287544.1	NA	NA	4.421848897763031	0.006585125580898289	0.29942045820606694	0.9406950852956372	0.9817779053308856
ENSG00000267213.4	DPY19L3-DT	DPY19L3-DT	400684	DPY19L3 divergent transcript	11.03088546289411	-0.0070760227494506564	0.21935018376147317	0.9407590872612068	0.9817779053308856
ENSG00000198752.11	CDC42BPB	CDC42BPB	9578	CDC42 binding protein kinase beta	2974.0555571417117	-0.004975571908915566	0.08770410466366044	0.9407947030530042	0.9817779053308856
ENSG00000183597.16	TANGO2	TANGO2	128989	transport and golgi organization 2 homolog	229.56639021542418	-0.005634104981293302	0.1064112911853623	0.9409622154111221	0.9818933895952695
ENSG00000159147.18	DONSON	DONSON	29980	DNA replication fork stabilization factor DONSON	162.36748567125568	0.006181837284309713	0.1295615719516974	0.9412025579968109	0.9820848536048401
ENSG00000259612.1	EEF1A1P22	EEF1A1P22	645693	eukaryotic translation elongation factor 1 alpha 1 pseudogene 22	2.969816623790009	0.00666986592893192	0.2879870551556498	0.9412204482426397	NA
ENSG00000130545.16	CRB3	CRB3	92359	crumbs cell polarity complex component 3	1.512697859520268	-0.005747799992484397	0.3438127882515153	0.9413424764295407	NA
ENSG00000280327.1	NA	ENSG00000280327.1	NA	NA	2.7928963439305168	0.006564114837697781	0.2946258215954761	0.9414448472041939	NA
ENSG00000104450.12	SPAG1	SPAG1	6674	sperm associated antigen 1	42.7374586782577	-0.006692806230888247	0.1679349817296457	0.9414578671233982	0.9821722006252083
ENSG00000040933.15	INPP4A	INPP4A	3631	inositol polyphosphate-4-phosphatase type I A	696.3480250885071	0.004649401483260347	0.0814923195870648	0.9415082769995803	0.9821722006252083
ENSG00000257740.1	NA	ENSG00000257740.1	NA	NA	3.888729734688015	-0.006835911489968086	0.26711029017707155	0.9415279374249268	NA
ENSG00000223547.10	ZNF844	ZNF844	284391	zinc finger protein 844	100.7160128275741	0.006554996781943034	0.15620863962967993	0.9415388323748101	0.9821722006252083
ENSG00000105605.7	CACNG7	CACNG7	59284	calcium voltage-gated channel auxiliary subunit gamma 7	48.02263315884957	-0.0069449788795089736	0.24770728980914228	0.9415655216845756	0.9821722006252083
ENSG00000253710.4	ALG11	ALG11	440138	ALG11 alpha-1,2-mannosyltransferase	151.3942896742334	-0.006270179971474356	0.13682926275196008	0.9416127251288682	0.9821722006252083
ENSG00000101132.10	PFDN4	PFDN4	5203	prefoldin subunit 4	377.8838447874705	0.005722840508657012	0.1116983857315511	0.941627458901854	0.9821722006252083
ENSG00000163092.20	XIRP2	XIRP2	129446	xin actin binding repeat containing 2	1.70136246014401	-0.006240848360002936	0.3151947398780703	0.9417047148781945	NA
ENSG00000251768.1	RNA5SP217	RNA5SP217	100873477	RNA, 5S ribosomal pseudogene 217	1.7014159516275815	-0.006236460760074182	0.31519544730773835	0.9417454300348389	NA
ENSG00000252827.1	RN7SKP11	RN7SKP11	106479099	RN7SK pseudogene 11	2.7184363883240996	-0.006279205389394301	0.31244036277707704	0.9417514392655754	NA
ENSG00000282826.2	FRG1CP	FRG1CP	100289097	FSHD region gene 1 family member C, pseudogene	322.8544340414276	0.006111884798416236	0.1292852878440476	0.9418157078047216	0.9823092334059873
ENSG00000278267.1	MIR6859-2	MIR6859-2_ENSG00000278267.1	102465909	microRNA 6859-2	2.493054843754909	0.006422508064127122	0.30196632404106627	0.9418440832035812	NA
ENSG00000244256.3	RN7SL130P	RN7SL130P	106479269	RNA, 7SL, cytoplasmic 130, pseudogene	1.9527686712193402	-0.00603628519292898	0.32540815047687516	0.9420159114686099	NA
ENSG00000133661.16	SFTPD	SFTPD	6441	surfactant protein D	7.399105438800864	-0.006703032183946185	0.27517635445690025	0.9420839514721098	0.9824898159020484
ENSG00000172336.5	POP7	POP7	10248	POP7 homolog, ribonuclease P/MRP subunit	197.2894293626009	0.005843606646425085	0.1184437867482394	0.9421487555191955	0.9824898159020484
ENSG00000237668.1	NA	ENSG00000237668.1	NA	NA	1.139893690526699	-0.00509624206096705	0.3678091175363173	0.9421816966627847	NA
ENSG00000180758.12	GPR157	GPR157	80045	G protein-coupled receptor 157	78.58299209615197	0.006060868915615156	0.12865603479326404	0.9421842686613442	0.9824898159020484
ENSG00000121440.15	PDZRN3	PDZRN3	23024	PDZ domain containing ring finger 3	2608.7606541685504	0.006259687051507323	0.14049100956777416	0.9422594834547273	0.9824898159020484
ENSG00000138760.10	SCARB2	SCARB2	950	scavenger receptor class B member 2	9430.408775205471	0.004962278562143289	0.0906272579052208	0.9423287752862359	0.9824898159020484
ENSG00000265413.1	NA	ENSG00000265413.1	NA	NA	6.279049402154043	-0.0068516630745698755	0.24653518052554235	0.9423855449634424	0.9824898159020484
ENSG00000251396.7	NA	ENSG00000251396.7	NA	NA	23.763341020236	-0.006868881922341788	0.21327153898802526	0.9423870298777928	0.9824898159020484
ENSG00000242798.1	NA	ENSG00000242798.1	NA	NA	3.6148381470802375	0.006690433202633381	0.27175485195483257	0.9424505063618228	NA
ENSG00000245522.2	LINC02709	LINC02709	440028	long intergenic non-protein coding RNA 2709	50.741686116163194	-0.006638908754575117	0.1764758647864133	0.9426047388489823	0.9826084231706154
ENSG00000186787.8	SPIN2B	SPIN2B	474343	spindlin family member 2B	34.81054358030218	0.006545517668346991	0.1677161255024007	0.9427245638455588	0.9826084231706154
ENSG00000279800.2	BCLAF1P2	BCLAF1P2	731605	BCL2 associated transcription factor 1 pseudogene 2	3.8010535251893818	0.006345215011927061	0.29991995321033404	0.94278856122538	NA
ENSG00000186235.11	LINC02610	LINC02610	151174	long intergenic non-protein coding RNA 2610	3.1769059422086525	-0.006039928929306686	0.32036841866683274	0.9427985892569438	NA
ENSG00000242247.11	ARFGAP3	ARFGAP3	26286	ADP ribosylation factor GTPase activating protein 3	825.7781703746734	-0.004532055672762939	0.0811947843442421	0.9428188901129015	0.9826084231706154
ENSG00000215784.6	FAM72D	FAM72D	728833	family with sequence similarity 72 member D	2.0751435955145876	0.006216977526180904	0.3087378273667627	0.942837448697015	NA
ENSG00000162994.16	CLHC1	CLHC1	130162	clathrin heavy chain linker domain containing 1	90.16938467487651	0.0064331485801945735	0.15884901571514048	0.942893669233173	0.9826084231706154
ENSG00000158545.15	ZC3H18	ZC3H18	124245	zinc finger CCCH-type containing 18	804.3496665785376	0.004952818186433858	0.09182434209189283	0.9429666124154432	0.9826084231706154
ENSG00000177150.13	FAM210A	FAM210A	125228	family with sequence similarity 210 member A	235.13830371813918	-0.006180036756312191	0.14031048317626402	0.9429670059756757	0.9826084231706154
ENSG00000008226.20	DLEC1	DLEC1	9940	DLEC1 cilia and flagella associated protein	5.995135785175442	-0.006668094551309159	0.26694529877623757	0.9429692274560124	0.9826084231706154
ENSG00000176933.5	NA	ENSG00000176933.5	NA	NA	18.267869452310684	-0.006785201251595588	0.2089706137734606	0.9429834220952813	0.9826084231706154
ENSG00000262585.1	LINC01979	LINC01979	101928766	long intergenic non-protein coding RNA 1979	1.8868746045028848	0.005934278104532425	0.32538852656675793	0.9429951213354772	NA
ENSG00000288007.1	NA	ENSG00000288007.1	NA	NA	1.714354206378217	-0.005790153531237996	0.33333540899889463	0.943005799934952	NA
ENSG00000012817.15	KDM5D	KDM5D	8284	lysine demethylase 5D	782.2004679870633	0.005354468097657769	0.35432669331570227	0.9430128081563293	0.9826084231706154
ENSG00000131591.17	C1orf159	C1orf159	54991	chromosome 1 open reading frame 159	120.42166834581504	-0.00578447690248512	0.12099894407953374	0.9433091244313041	0.98285788726413
ENSG00000259353.1	NA	ENSG00000259353.1	NA	NA	1.7936569681227204	0.006029198147596838	0.3174457056654157	0.9433448503582657	NA
ENSG00000206535.8	LNP1	LNP1	348801	leukemia NUP98 fusion partner 1	60.984622391197576	0.006283870998714702	0.1510236779618266	0.9433895362169253	0.9828792646353502
ENSG00000157423.18	HYDIN	HYDIN	54768	HYDIN axonemal central pair apparatus protein	5.144887656606376	0.006713725556767026	0.24954721975378413	0.9434434534732209	0.9828792646353502
ENSG00000203588.3	NA	ENSG00000203588.3	NA	NA	1.712455517612075	0.006035397048402757	0.3153762480080784	0.9435903471561847	NA
ENSG00000273733.1	NA	ENSG00000273733.1	NA	NA	7.235959194739183	0.0066592592980245545	0.2524241950200973	0.9437938382572393	0.9829681568923655
ENSG00000133706.18	LARS1	LARS1	51520	leucyl-tRNA synthetase 1	1734.5292261877582	-0.004774663775911415	0.0891877931086381	0.94386838075051	0.9829681568923655
ENSG00000112379.9	ARFGEF3	ARFGEF3	57221	ARFGEF family member 3	7.979341824178787	-0.006694158001334469	0.23907582441131517	0.9438866352377233	0.9829681568923655
ENSG00000256651.1	LOC100420580	LOC100420580	100420580	taste 2 receptor member 7 pseudogene	2.4562291662338804	-0.0063163690412737766	0.2918619664558166	0.9439390106383716	NA
ENSG00000227896.2	NA	ENSG00000227896.2	NA	NA	19.66996015046127	0.0066251703406219305	0.19855231767840567	0.9439718787308009	0.9829681568923655
ENSG00000138821.13	SLC39A8	SLC39A8	64116	solute carrier family 39 member 8	331.46054024099556	-0.006242964783446285	0.15336331568945577	0.9440166448970574	0.9829681568923655
ENSG00000184840.12	TMED9	TMED9	54732	transmembrane p24 trafficking protein 9	3011.816977138609	-0.004786314784261035	0.0898346869574194	0.9440222223755805	0.9829681568923655
ENSG00000261408.7	TEN1-CDK3	TEN1-CDK3	100529145	TEN1-CDK3 readthrough (NMD candidate)	6.263789374175788	0.006657814085336699	0.24549798449739366	0.9440410594788288	0.9829681568923655
ENSG00000140093.10	SERPINA10	SERPINA10	51156	serpin family A member 10	4.33477849268914	-0.006450071944091985	0.27786043676012445	0.94405321261883	0.9829681568923655
ENSG00000117262.19	GPR89A	GPR89A	653519	G protein-coupled receptor 89A	71.25859278859471	0.005870582245918267	0.12900277903484586	0.9440581454744614	0.9829681568923655
ENSG00000198799.12	LRIG2	LRIG2	9860	leucine rich repeats and immunoglobulin like domains 2	387.87570271084405	-0.004857587862915893	0.09207838538695627	0.9441689615199584	0.9829681568923655
ENSG00000278108.1	MIR6757	MIR6757	102466193	microRNA 6757	2.197081825410256	-0.006127580559228004	0.30447054725732486	0.9442018770294861	NA
ENSG00000147155.11	EBP	EBP	10682	EBP cholestenol delta-isomerase	33.19182296754894	0.006252228664932603	0.15681602247622384	0.9442950002519809	0.9829681568923655
ENSG00000276449.1	NA	ENSG00000276449.1	NA	NA	5.3509189927954015	0.006575297797077666	0.2561793904074616	0.9443422590894496	0.9829681568923655
ENSG00000144182.17	LIPT1	LIPT1	51601	lipoyltransferase 1	41.745918542854994	0.006334844662765257	0.16510887893614143	0.9443431222384153	0.9829681568923655
ENSG00000237338.1	FTCD-AS1	FTCD-AS1	100861507	FTCD antisense RNA 1	1.3638435667373139	0.004876684161742564	0.36882818844810805	0.9443630409150277	NA
ENSG00000177479.19	ARIH2	ARIH2	10425	ariadne RBR E3 ubiquitin protein ligase 2	1154.843798438163	-0.003826801975905995	0.06852162983916828	0.9443808583603548	0.9829681568923655
ENSG00000226891.9	LINC01359	LINC01359	101927084	long intergenic non-protein coding RNA 1359	7.247998000343367	-0.006617155801152526	0.24547556149150931	0.9443824453144923	0.9829681568923655
ENSG00000231856.2	NA	ENSG00000231856.2	NA	NA	7.5585506766544865	0.006625118875260678	0.23937829711552774	0.9444581861068152	0.9829814504879938
ENSG00000166796.12	LDHC	LDHC	3948	lactate dehydrogenase C	6.869226867981067	-0.0056968380855349455	0.3297920764309884	0.9445420370316766	0.9829814504879938
ENSG00000184984.10	CHRM5	CHRM5	1133	cholinergic receptor muscarinic 5	1.6205303208293353	-0.006011736900405004	0.3095411288602026	0.9446129299933552	NA
ENSG00000170160.17	CCDC144A	CCDC144A	9720	coiled-coil domain containing 144A	121.37928186657614	0.005612519470428126	0.33408230954792206	0.944613987210533	0.9829814504879938
ENSG00000064102.15	INTS13	INTS13	55726	integrator complex subunit 13	374.5085947852312	0.005660284602935297	0.12165785058236789	0.9446631575018045	0.9829814504879938
ENSG00000284624.1	NA	ENSG00000284624.1	NA	NA	2.510131243294547	0.0058051445644389105	0.32256525367537686	0.9446786873244776	NA
ENSG00000166233.15	ARIH1	ARIH1	25820	ariadne RBR E3 ubiquitin protein ligase 1	1695.2378105527498	-0.004207089349507112	0.07722573834634183	0.9447455047123188	0.9829814504879938
ENSG00000152104.12	PTPN14	PTPN14	5784	protein tyrosine phosphatase non-receptor type 14	2934.3937818432146	-0.00582676405475371	0.130560318989414	0.9447455723313873	0.9829814504879938
ENSG00000132465.11	JCHAIN	JCHAIN	3512	joining chain of multimeric IgA and IgM	31.777016778912667	0.006534391939677484	0.25370569853647174	0.9447936000203325	0.9829814504879938
ENSG00000234106.3	SRP14P2	SRP14P2	111644132	SRP14 pseudogene 2	1.5934255645070055	-0.005404992939051043	0.3433926903581808	0.9449118352092654	NA
ENSG00000277879.1	NA	ENSG00000277879.1	NA	NA	9.151529738224687	-0.006550186374392909	0.2173376682999329	0.9451237515086357	0.9832079219775085
ENSG00000075407.18	ZNF37A	ZNF37A	7587	zinc finger protein 37A	840.6146169510353	0.005908564490964994	0.137867815555075	0.945125123239496	0.9832079219775085
ENSG00000287828.1	NA	ENSG00000287828.1	NA	NA	1.8879537064399425	0.005864731620536637	0.31538146006644047	0.9451790014597236	NA
ENSG00000251287.8	ALG1L2	ALG1L2	644974	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	4.57711424952408	-0.00645405357675681	0.2576853468383149	0.9452969669293388	0.9832945137771216
ENSG00000256525.8	POLG2	POLG2	11232	DNA polymerase gamma 2, accessory subunit	153.90548553914667	0.005706078534806539	0.12730878179274716	0.9453222210090959	0.9832945137771216
ENSG00000179761.12	PIPOX	PIPOX	51268	pipecolic acid and sarcosine oxidase	13.286345038117208	0.006501180409865575	0.22625392455545645	0.9456037756835733	0.9834771521769184
ENSG00000136933.17	RABEPK	RABEPK	10244	Rab9 effector protein with kelch motifs	357.0065525033044	-0.0057077385544930925	0.1291617222593405	0.945634629836219	0.9834771521769184
ENSG00000139970.17	RTN1	RTN1	6252	reticulon 1	62.995549013658305	-0.005749126078388111	0.3195148030432288	0.9456686280311637	0.9834771521769184
ENSG00000251073.1	NUDT19P5	NUDT19P5	100422445	NUDT19 pseudogene 5	1.426734287422611	-0.005696754411987113	0.3218041574088168	0.9458231678109502	NA
ENSG00000282556.3	LOC101927825	LOC101927825	101927825	uncharacterized LOC101927825	6.3038698584837825	0.006427709876378908	0.24921134513809054	0.9458573177281462	0.9835278111805279
ENSG00000264920.2	SP2-DT	SP2-DT	102724532	SP2 divergent transcript	41.122722624180106	-0.006120335655728813	0.16111585760423808	0.9458752141352608	0.9835278111805279
ENSG00000225031.1	NA	ENSG00000225031.1	NA	NA	16.72837359479336	-0.006419849581525933	0.2035995170117537	0.9458881699582995	0.9835278111805279
ENSG00000221598.3	MIR1249	MIR1249	100302149	microRNA 1249	3.269114731570825	-0.00622851605458016	0.2782794780957122	0.9459363747069108	NA
ENSG00000268521.1	VN1R83P	VN1R83P	100312828	vomeronasal 1 receptor 83 pseudogene	6.509347213717767	-0.006437709064921407	0.24214471159289427	0.9459693313749407	0.9835529913019488
ENSG00000259116.2	HSPA2-AS1	HSPA2-AS1	102723809	HSPA2 and ZBTB1 antisense RNA 1	9.849033449691177	-0.00643722431236835	0.21548610215631134	0.9460391727341314	0.9835663992935604
ENSG00000277232.2	GTSE1-DT	GTSE1-DT	150384	GTSE1 divergent transcript	3.220064471154702	-0.0061950818764411305	0.2802179463430282	0.9460716841913431	NA
ENSG00000267226.2	MALT1-AS1	MALT1-AS1	101927322	MALT1 antisense RNA 1	3.097818177401122	0.005829902260515021	0.31096959743259583	0.9460984367314738	NA
ENSG00000212607.1	SNORA3B	SNORA3B	677826	small nucleolar RNA, H/ACA box 3B	2.1593176857499357	-0.0059728328554599225	0.29926467576342386	0.9462078363282261	NA
ENSG00000182606.16	TRAK1	TRAK1	22906	trafficking kinesin protein 1	1333.9391600701842	0.00504297986691075	0.10367402009520095	0.9463303614180174	0.9836438378262101
ENSG00000165724.6	ZMYND19	ZMYND19	116225	zinc finger MYND-type containing 19	206.852856033796	-0.004705265934589119	0.09318936760413397	0.9463632400326882	0.9836438378262101
ENSG00000250658.1	NA	ENSG00000250658.1	NA	NA	4.610728273970078	0.004749803024339111	0.36671071213846385	0.9464020158906022	0.9836438378262101
ENSG00000149273.15	RPS3	RPS3	6188	ribosomal protein S3	12738.24395715238	-0.005996912175323293	0.15517086180204648	0.9464031861257194	0.9836438378262101
ENSG00000224690.2	UBE2D3P3	UBE2D3P3	100874262	ubiquitin conjugating enzyme E2 D3 pseudogene 3	6.082752175778636	-0.006362870618108824	0.24903952118650666	0.9464076253535694	0.9836438378262101
ENSG00000224382.2	LINC00703	LINC00703	100507059	long intergenic non-protein coding RNA 703	1.2957872871542988	0.005362146350564112	0.337527961991997	0.9464665981480261	NA
ENSG00000185933.6	CALHM1	CALHM1	255022	calcium homeostasis modulator 1	2.2366363415843202	-0.005782810351189835	0.3114576596927671	0.946469050211172	NA
ENSG00000278212.2	NA	ENSG00000278212.2	NA	NA	15.99962965346202	-0.006069497864133836	0.28780734657670687	0.9465108086767852	0.9836438378262101
ENSG00000110801.14	PSMD9	PSMD9	5715	proteasome 26S subunit, non-ATPase 9	110.40570832939503	-0.005272179929424298	0.11286822968788329	0.9465123080518534	0.9836438378262101
ENSG00000248925.1	NA	ENSG00000248925.1	NA	NA	2.4394296895503107	-0.005979641816127658	0.29527925540995437	0.9465741389935979	NA
ENSG00000158186.13	MRAS	MRAS	22808	muscle RAS oncogene homolog	1129.4706216792915	0.0043250388380057896	0.0835846217922923	0.9466382753774137	0.9837155581685031
ENSG00000189223.15	PAX8-AS1	PAX8-AS1	654433	PAX8 antisense RNA 1	272.1311340593764	0.005186701208580599	0.3453920816025378	0.9467338730324006	0.9837557126107342
ENSG00000188305.6	PEAK3	PEAK3	374872	PEAK family member 3	1.8109651546566083	0.005643115245062516	0.31838913022571513	0.9468277204385332	NA
ENSG00000254245.2	PCDHGA3	PCDHGA3	56112	protocadherin gamma subfamily A, 3	71.75569893667041	0.006230254782226895	0.18830161238348314	0.9468392374275075	0.9837966137970507
ENSG00000185988.15	PLK5	PLK5	126520	polo like kinase 5 (inactive)	2.7711915591188316	-0.005932264723413488	0.2964708345551103	0.94687228771543	NA
ENSG00000229132.2	EIF4A1P10	EIF4A1P10	100421533	eukaryotic translation initiation factor 4A1 pseudogene 10	8.319938513983546	-0.006094724605415923	0.2806807764495234	0.9469055986003911	0.9837966137970507
ENSG00000122692.9	SMU1	SMU1	55234	SMU1 DNA replication regulator and spliceosomal factor	1188.355629858246	0.003619336487820579	0.06790666721530776	0.9469739250392568	0.9837966137970507
ENSG00000110344.9	UBE4A	UBE4A	9354	ubiquitination factor E4A	1131.5969525938942	-0.003789202543490319	0.0716681137926274	0.9470261284251918	0.9837966137970507
ENSG00000280083.1	NA	ENSG00000280083.1	NA	NA	2.42720898139525	-0.005921564297355826	0.2958165101412029	0.9470360066389197	NA
ENSG00000063046.17	EIF4B	EIF4B	1975	eukaryotic translation initiation factor 4B	8255.147624974046	-0.004319474063931339	0.08431355308474349	0.9470580301993726	0.9837966137970507
ENSG00000231887.7	PRH1	PRH1_ENSG00000231887.7	5554	proline rich protein HaeIII subfamily 1	4.7152138630255545	0.006131573304322774	0.272190978824012	0.9472143259533439	0.9838106896279065
ENSG00000252192.1	NA	ENSG00000252192.1	NA	NA	1.6204768293457639	-0.0056948124215003264	0.3117860076364373	0.9472387487772431	NA
ENSG00000124541.7	RRP36	RRP36	88745	ribosomal RNA processing 36	473.9569824238876	0.005022110874387904	0.10599677765677586	0.947245757182263	0.9838106896279065
ENSG00000236257.1	NA	ENSG00000236257.1	NA	NA	5.160128793585768	0.005257491466748653	0.3388336760186751	0.9472723971120075	0.9838106896279065
ENSG00000158106.14	RHPN1	RHPN1	114822	rhophilin Rho GTPase binding protein 1	6.334458717349257	-0.006205484303892462	0.25873586192546705	0.9473499045283191	0.9838106896279065
ENSG00000104660.19	LEPROTL1	LEPROTL1	23484	leptin receptor overlapping transcript like 1	546.5665177339515	0.005176167270753722	0.112547229296247	0.9474060655049678	0.9838106896279065
ENSG00000283399.1	LOC100887080	LOC100887080	100887080	acyl-CoA synthetase medium chain family member 4 pseudogene	1.2611382237515143	-0.005232023600653094	0.3392070449166237	0.9474590122458111	NA
ENSG00000261790.2	NA	ENSG00000261790.2	NA	NA	5.457539633560552	0.006218417419804275	0.25232617775843247	0.9475082421627891	0.9838106896279065
ENSG00000255200.1	NA	ENSG00000255200.1	NA	NA	16.318151713304907	0.0062642385978687485	0.21828247369104048	0.9475261499980219	0.9838106896279065
ENSG00000251179.1	TMEM92-AS1	TMEM92-AS1	103752589	TMEM92 antisense RNA 1	22.539776787509666	-0.006071357849929489	0.17706449091837276	0.9475399249153941	0.9838106896279065
ENSG00000226259.10	NA	ENSG00000226259.10	NA	NA	18.779499951026416	0.00625266650947054	0.21558092163092585	0.9475842191205334	0.9838106896279065
ENSG00000258017.2	NA	ENSG00000258017.2	NA	NA	2.1017374364464088	-0.005688049486023319	0.30887497574380884	0.9476677977884075	NA
ENSG00000174500.13	GCSAM	GCSAM	257144	germinal center associated signaling and motility	2.347407299941155	0.005534015097098525	0.3192831973638069	0.9477273849391489	NA
ENSG00000161202.20	DVL3	DVL3	1857	dishevelled segment polarity protein 3	2663.2733465662577	0.004945121528372847	0.10495276171040713	0.9477519656156609	0.9838968310847223
ENSG00000103549.21	RNF40	RNF40	9810	ring finger protein 40	1172.9908827197794	-0.0046130874397064415	0.09430255550235583	0.9478364240870313	0.9838968310847223
ENSG00000099968.18	BCL2L13	BCL2L13	23786	BCL2 like 13	1338.2199182478766	-0.004780497529191785	0.09962387337538924	0.9478553412438067	0.9838968310847223
ENSG00000121898.13	CPXM2	CPXM2	119587	carboxypeptidase X, M14 family member 2	2691.5909911005187	0.006140613112843819	0.19448378005958167	0.9478950480112193	0.9838968310847223
ENSG00000278673.1	NA	ENSG00000278673.1	NA	NA	1.1524397554735755	-0.005025224101321891	0.3478073412176039	0.9479063673156739	NA
ENSG00000172661.18	WASHC2C	WASHC2C	253725	WASH complex subunit 2C	1660.4006012896962	0.005043309901339616	0.10991442125528572	0.9480972006145153	0.9840003305971524
ENSG00000238260.1	NA	ENSG00000238260.1	NA	NA	8.691530154169875	-0.0061948343428997275	0.23585636174657829	0.9481087020494332	0.9840003305971524
ENSG00000215210.3	NA	ENSG00000215210.3	NA	NA	3.0039437458069758	-0.00594388183680902	0.28011142489157964	0.9482604084226248	NA
ENSG00000280367.1	NA	ENSG00000280367.1	NA	NA	11.026624763529265	0.0061819552879558495	0.23016076334219068	0.9482630126354175	0.9841013491701575
ENSG00000162613.16	FUBP1	FUBP1	8880	far upstream element binding protein 1	1457.5775340144955	-0.005272548668631279	0.12122872360704126	0.9483634982004081	0.9841464996946316
ENSG00000286847.1	LOC105375216	LOC105375216	105375216	uncharacterized LOC105375216	3.2862403081343197	-0.006002920553714667	0.2705748994043515	0.9484231165981033	NA
ENSG00000253736.3	NA	ENSG00000253736.3	NA	NA	2.2253428314994053	-0.0055294831707222054	0.3143478018865306	0.9484383837836481	NA
ENSG00000121053.6	EPX	EPX	8288	eosinophil peroxidase	1.899090465250852	-0.005628631441817381	0.30690701467039855	0.9484488510601755	NA
ENSG00000166803.13	PCLAF	PCLAF	9768	PCNA clamp associated factor	6.842231190314606	0.006090112932877966	0.25094708382529435	0.9486369419663816	0.9842861734886784
ENSG00000116251.11	RPL22	RPL22	6146	ribosomal protein L22	2029.8081936849749	-0.0049717994021799905	0.10928558370705853	0.9486700725343923	0.9842861734886784
ENSG00000188643.11	S100A16	S100A16	140576	S100 calcium binding protein A16	1132.561382100439	0.005437077442503244	0.13224747684271315	0.9486972518323469	0.9842861734886784
ENSG00000275894.1	NA	ENSG00000275894.1	NA	NA	2.71580080918004	0.005634369722685289	0.3042460228835547	0.9487045412923748	NA
ENSG00000175315.3	CST6	CST6	1474	cystatin E/M	1.544706402941227	0.004950861770365287	0.3475363964378707	0.9487286058888577	NA
ENSG00000224738.1	NA	ENSG00000224738.1	NA	NA	9.955166100774674	0.006115305271438669	0.2252745017999577	0.9488229856093752	0.9842861734886784
ENSG00000253537.3	PCDHGA7	PCDHGA7	56108	protocadherin gamma subfamily A, 7	242.18789668453357	0.006008260228328606	0.19246882301834012	0.9489278368996185	0.9842861734886784
ENSG00000275263.1	NA	ENSG00000275263.1	NA	NA	3.102560365818652	-0.005776975130763999	0.28913069295750066	0.9489638092498758	NA
ENSG00000241680.1	RPL31P49	RPL31P49	100129882	ribosomal protein L31 pseudogene 49	2.856308162765664	0.005725194417153832	0.2939854491089388	0.9489679261462749	NA
ENSG00000225094.3	NA	ENSG00000225094.3	NA	NA	2.7220209957936876	-0.005592360803410678	0.30520547828488365	0.9489770810490881	NA
ENSG00000272148.1	NA	ENSG00000272148.1	NA	NA	8.304108318141383	0.006054567999858012	0.24796878490649027	0.9490302723033969	0.9842861734886784
ENSG00000176681.14	LRRC37A	LRRC37A	9884	leucine rich repeat containing 37A	10.919886374699502	0.006030574118422256	0.25361650746217196	0.949042559421379	0.9842861734886784
ENSG00000198692.10	EIF1AY	EIF1AY	9086	eukaryotic translation initiation factor 1A Y-linked	179.03672399920887	-0.005035077730266926	0.3409793893940588	0.9491142579161274	0.9842861734886784
ENSG00000219928.2	NA	ENSG00000219928.2	NA	NA	5.607617982273503	0.00602710510844358	0.25214385278914464	0.9491256450091258	0.9842861734886784
